method,rate,scene,idx,path,musiq,maniqa,clipiqa,niqe
3DCR,high,bonsai,00011,/work/u4546465/evaluation/CAT3DGSPro_organized/bonsai_00011/3DCR@high.png,63.022850036621094,0.26572149991989136,0.314100980758667,5.438352741121717
3DCR,high,bonsai,00012,/work/u4546465/evaluation/CAT3DGSPro_organized/bonsai_00012/3DCR@high.png,52.32958984375,0.21291689574718475,0.31433799862861633,5.461778428985761
3DCR,high,bonsai,00013,/work/u4546465/evaluation/CAT3DGSPro_organized/bonsai_00013/3DCR@high.png,57.42512512207031,0.2347104549407959,0.24528327584266663,5.209541613810789
3DCR,high,bonsai,00014,/work/u4546465/evaluation/CAT3DGSPro_organized/bonsai_00014/3DCR@high.png,60.17591094970703,0.21043656766414642,0.26981404423713684,5.099207554083091
3DCR,high,bonsai,00015,/work/u4546465/evaluation/CAT3DGSPro_organized/bonsai_00015/3DCR@high.png,57.09638214111328,0.3198782801628113,0.3467175364494324,5.241913023076886
3DCR,high,bonsai,00016,/work/u4546465/evaluation/CAT3DGSPro_organized/bonsai_00016/3DCR@high.png,63.81737518310547,0.24595411121845245,0.25782161951065063,5.187495596968147
3DCR,high,bonsai,00017,/work/u4546465/evaluation/CAT3DGSPro_organized/bonsai_00017/3DCR@high.png,62.77037811279297,0.26960113644599915,0.30468615889549255,5.567419739832456
3DCR,high,bonsai,00018,/work/u4546465/evaluation/CAT3DGSPro_organized/bonsai_00018/3DCR@high.png,61.70895004272461,0.22662290930747986,0.300801157951355,5.35677774150363
3DCR,high,bonsai,00019,/work/u4546465/evaluation/CAT3DGSPro_organized/bonsai_00019/3DCR@high.png,62.886322021484375,0.2668960690498352,0.3994353413581848,5.032210548788912
3DCR,high,bonsai,00020,/work/u4546465/evaluation/CAT3DGSPro_organized/bonsai_00020/3DCR@high.png,60.07472229003906,0.2177511602640152,0.2612214982509613,5.064794100154316
3DCR,high,bonsai,00021,/work/u4546465/evaluation/CAT3DGSPro_organized/bonsai_00021/3DCR@high.png,62.052520751953125,0.23845981061458588,0.2907565236091614,5.4472747253097165
3DCR,high,bonsai,00022,/work/u4546465/evaluation/CAT3DGSPro_organized/bonsai_00022/3DCR@high.png,63.541629791259766,0.25876128673553467,0.25273558497428894,5.52615181097146
3DCR,high,bonsai,00023,/work/u4546465/evaluation/CAT3DGSPro_organized/bonsai_00023/3DCR@high.png,59.71554183959961,0.2551552355289459,0.27351972460746765,5.1178654984522485
3DCR,high,bonsai,00024,/work/u4546465/evaluation/CAT3DGSPro_organized/bonsai_00024/3DCR@high.png,64.56785583496094,0.2548294961452484,0.34527283906936646,4.932564997927495
3DCR,high,bonsai,00025,/work/u4546465/evaluation/CAT3DGSPro_organized/bonsai_00025/3DCR@high.png,63.662044525146484,0.25391194224357605,0.32014089822769165,5.526209148198415
3DCR,high,bonsai,00026,/work/u4546465/evaluation/CAT3DGSPro_organized/bonsai_00026/3DCR@high.png,65.14911651611328,0.2664332389831543,0.2830354571342468,5.239107649516479
3DCR,high,bonsai,00027,/work/u4546465/evaluation/CAT3DGSPro_organized/bonsai_00027/3DCR@high.png,63.151344299316406,0.24427391588687897,0.34788212180137634,5.2044754372838735
3DCR,high,bonsai,00028,/work/u4546465/evaluation/CAT3DGSPro_organized/bonsai_00028/3DCR@high.png,61.75250244140625,0.2636396884918213,0.2763341963291168,5.52304811342516
3DCR,high,bonsai,00029,/work/u4546465/evaluation/CAT3DGSPro_organized/bonsai_00029/3DCR@high.png,65.88314056396484,0.2548089921474457,0.42892882227897644,4.821210221644902
3DCR,high,bonsai,00030,/work/u4546465/evaluation/CAT3DGSPro_organized/bonsai_00030/3DCR@high.png,59.35594177246094,0.2619348168373108,0.3337332010269165,4.985645512441447
3DCR,high,bonsai,00031,/work/u4546465/evaluation/CAT3DGSPro_organized/bonsai_00031/3DCR@high.png,57.35567855834961,0.19858023524284363,0.2836717963218689,5.418016666907421
3DCR,high,bonsai,00032,/work/u4546465/evaluation/CAT3DGSPro_organized/bonsai_00032/3DCR@high.png,58.98200225830078,0.2452390491962433,0.23509545624256134,5.2590531645633884
3DCR,high,bonsai,00033,/work/u4546465/evaluation/CAT3DGSPro_organized/bonsai_00033/3DCR@high.png,62.41666030883789,0.23645807802677155,0.3412074148654938,5.157584869749404
3DCR,high,bonsai,00034,/work/u4546465/evaluation/CAT3DGSPro_organized/bonsai_00034/3DCR@high.png,63.913307189941406,0.27026602625846863,0.2691974341869354,5.142522626228866
3DCR,high,bonsai,00035,/work/u4546465/evaluation/CAT3DGSPro_organized/bonsai_00035/3DCR@high.png,57.3895263671875,0.25261908769607544,0.29577869176864624,5.040252375937407
3DCR,high,bonsai,00036,/work/u4546465/evaluation/CAT3DGSPro_organized/bonsai_00036/3DCR@high.png,59.346046447753906,0.2510659694671631,0.293254017829895,4.913149269460357
3DCR,high,counter,00000,/work/u4546465/evaluation/CAT3DGSPro_organized/counter_00000/3DCR@high.png,67.46648406982422,0.27497607469558716,0.3819652199745178,3.391377344139598
3DCR,high,counter,00001,/work/u4546465/evaluation/CAT3DGSPro_organized/counter_00001/3DCR@high.png,64.75928497314453,0.30273953080177307,0.3437637388706207,3.5658450728697715
3DCR,high,counter,00002,/work/u4546465/evaluation/CAT3DGSPro_organized/counter_00002/3DCR@high.png,63.355552673339844,0.27923262119293213,0.42349788546562195,3.6620650624228386
3DCR,high,counter,00003,/work/u4546465/evaluation/CAT3DGSPro_organized/counter_00003/3DCR@high.png,64.30918884277344,0.2860872745513916,0.3973263204097748,3.633675201914922
3DCR,high,counter,00004,/work/u4546465/evaluation/CAT3DGSPro_organized/counter_00004/3DCR@high.png,65.48237609863281,0.27585357427597046,0.3985236585140228,3.7478278613217664
3DCR,high,counter,00005,/work/u4546465/evaluation/CAT3DGSPro_organized/counter_00005/3DCR@high.png,64.28043365478516,0.26316460967063904,0.37970682978630066,3.5150900897810278
3DCR,high,counter,00006,/work/u4546465/evaluation/CAT3DGSPro_organized/counter_00006/3DCR@high.png,64.8275375366211,0.2705950140953064,0.32721075415611267,3.5108143573671415
3DCR,high,counter,00007,/work/u4546465/evaluation/CAT3DGSPro_organized/counter_00007/3DCR@high.png,64.67589569091797,0.2608177363872528,0.3558608591556549,3.6894446301109856
3DCR,high,counter,00008,/work/u4546465/evaluation/CAT3DGSPro_organized/counter_00008/3DCR@high.png,65.77632141113281,0.26697084307670593,0.363826185464859,3.3906580946922404
3DCR,high,counter,00009,/work/u4546465/evaluation/CAT3DGSPro_organized/counter_00009/3DCR@high.png,60.83649826049805,0.27293136715888977,0.4047669470310211,3.4440639842631353
3DCR,high,counter,00010,/work/u4546465/evaluation/CAT3DGSPro_organized/counter_00010/3DCR@high.png,62.54072189331055,0.2826588749885559,0.32946956157684326,3.651178193783932
3DCR,high,counter,00011,/work/u4546465/evaluation/CAT3DGSPro_organized/counter_00011/3DCR@high.png,62.06689453125,0.28298258781433105,0.3351169526576996,3.616359145353057
3DCR,high,counter,00012,/work/u4546465/evaluation/CAT3DGSPro_organized/counter_00012/3DCR@high.png,60.24174499511719,0.2723346948623657,0.3387179374694824,3.672391314176983
3DCR,high,counter,00013,/work/u4546465/evaluation/CAT3DGSPro_organized/counter_00013/3DCR@high.png,62.802162170410156,0.2853206992149353,0.3153797686100006,3.600627769078666
3DCR,high,counter,00014,/work/u4546465/evaluation/CAT3DGSPro_organized/counter_00014/3DCR@high.png,50.95427703857422,0.2394801378250122,0.30492186546325684,4.1747214964864545
3DCR,high,counter,00015,/work/u4546465/evaluation/CAT3DGSPro_organized/counter_00015/3DCR@high.png,61.66250228881836,0.2719419300556183,0.35476288199424744,3.6227465442014877
3DCR,high,counter,00016,/work/u4546465/evaluation/CAT3DGSPro_organized/counter_00016/3DCR@high.png,58.42995071411133,0.25898846983909607,0.3898685872554779,3.7371277934378884
3DCR,high,counter,00017,/work/u4546465/evaluation/CAT3DGSPro_organized/counter_00017/3DCR@high.png,56.57166290283203,0.24887962639331818,0.34567129611968994,3.713501653152264
3DCR,high,counter,00018,/work/u4546465/evaluation/CAT3DGSPro_organized/counter_00018/3DCR@high.png,54.643951416015625,0.2554594576358795,0.3199072778224945,3.940814550118371
3DCR,high,counter,00019,/work/u4546465/evaluation/CAT3DGSPro_organized/counter_00019/3DCR@high.png,56.945892333984375,0.2401011884212494,0.30692803859710693,4.185697135936584
3DCR,high,counter,00020,/work/u4546465/evaluation/CAT3DGSPro_organized/counter_00020/3DCR@high.png,45.66192626953125,0.25723353028297424,0.34111204743385315,4.412634297336891
3DCR,high,counter,00021,/work/u4546465/evaluation/CAT3DGSPro_organized/counter_00021/3DCR@high.png,56.81231689453125,0.2700870931148529,0.3221324384212494,3.988371066709667
3DCR,high,counter,00022,/work/u4546465/evaluation/CAT3DGSPro_organized/counter_00022/3DCR@high.png,63.92064666748047,0.2701488137245178,0.4317847192287445,3.598593620778333
3DCR,high,counter,00023,/work/u4546465/evaluation/CAT3DGSPro_organized/counter_00023/3DCR@high.png,45.133140563964844,0.2256050407886505,0.3663857877254486,3.9843785334003
3DCR,high,counter,00024,/work/u4546465/evaluation/CAT3DGSPro_organized/counter_00024/3DCR@high.png,60.57278060913086,0.2886029779911041,0.34344086050987244,3.744440245076145
3DCR,high,counter,00025,/work/u4546465/evaluation/CAT3DGSPro_organized/counter_00025/3DCR@high.png,64.69054412841797,0.24659009277820587,0.2916223406791687,3.7542495544926426
3DCR,high,counter,00026,/work/u4546465/evaluation/CAT3DGSPro_organized/counter_00026/3DCR@high.png,60.847511291503906,0.2835029363632202,0.3271901309490204,3.5351573510829524
3DCR,high,counter,00027,/work/u4546465/evaluation/CAT3DGSPro_organized/counter_00027/3DCR@high.png,63.706050872802734,0.2905370593070984,0.35078054666519165,3.5283248926426394
3DCR,high,counter,00028,/work/u4546465/evaluation/CAT3DGSPro_organized/counter_00028/3DCR@high.png,58.475929260253906,0.26195910573005676,0.3485439419746399,3.5683380406876264
3DCR,high,counter,00029,/work/u4546465/evaluation/CAT3DGSPro_organized/counter_00029/3DCR@high.png,63.39922332763672,0.2923281490802765,0.41881561279296875,3.5617167322274867
3DCR,high,flowers,00000,/work/u4546465/evaluation/CAT3DGSPro_organized/flowers_00000/3DCR@high.png,72.07695770263672,0.34092700481414795,0.568737804889679,2.1974379314549664
3DCR,high,flowers,00001,/work/u4546465/evaluation/CAT3DGSPro_organized/flowers_00001/3DCR@high.png,74.75140380859375,0.35950300097465515,0.5992097854614258,2.155578889206873
3DCR,high,flowers,00002,/work/u4546465/evaluation/CAT3DGSPro_organized/flowers_00002/3DCR@high.png,74.19097900390625,0.3388621509075165,0.6055108904838562,1.9256424323097798
3DCR,high,flowers,00003,/work/u4546465/evaluation/CAT3DGSPro_organized/flowers_00003/3DCR@high.png,74.26219177246094,0.3521430492401123,0.6250059008598328,2.152365213691055
3DCR,high,flowers,00004,/work/u4546465/evaluation/CAT3DGSPro_organized/flowers_00004/3DCR@high.png,73.63764190673828,0.3494698703289032,0.5547711253166199,2.267737121142815
3DCR,high,flowers,00005,/work/u4546465/evaluation/CAT3DGSPro_organized/flowers_00005/3DCR@high.png,71.50724029541016,0.3271985650062561,0.5168070793151855,1.9572688322479286
3DCR,high,flowers,00006,/work/u4546465/evaluation/CAT3DGSPro_organized/flowers_00006/3DCR@high.png,73.86908721923828,0.3674345016479492,0.5878464579582214,2.1424489111468774
3DCR,high,flowers,00007,/work/u4546465/evaluation/CAT3DGSPro_organized/flowers_00007/3DCR@high.png,73.05511474609375,0.3439258635044098,0.5988645553588867,2.301559394625355
3DCR,high,flowers,00008,/work/u4546465/evaluation/CAT3DGSPro_organized/flowers_00008/3DCR@high.png,74.60870361328125,0.3323005437850952,0.5912829637527466,1.7759188220199227
3DCR,high,flowers,00009,/work/u4546465/evaluation/CAT3DGSPro_organized/flowers_00009/3DCR@high.png,74.3482666015625,0.36681100726127625,0.6032501459121704,2.0512470573951034
3DCR,high,flowers,00010,/work/u4546465/evaluation/CAT3DGSPro_organized/flowers_00010/3DCR@high.png,73.30376434326172,0.3576793670654297,0.6045093536376953,1.945857330053786
3DCR,high,flowers,00011,/work/u4546465/evaluation/CAT3DGSPro_organized/flowers_00011/3DCR@high.png,73.94327545166016,0.3441075384616852,0.5832552313804626,2.189409900291597
3DCR,high,flowers,00012,/work/u4546465/evaluation/CAT3DGSPro_organized/flowers_00012/3DCR@high.png,72.3782730102539,0.307652086019516,0.571675717830658,2.0909454358731265
3DCR,high,flowers,00013,/work/u4546465/evaluation/CAT3DGSPro_organized/flowers_00013/3DCR@high.png,73.30455780029297,0.35645443201065063,0.596367359161377,2.1279041411403674
3DCR,high,flowers,00014,/work/u4546465/evaluation/CAT3DGSPro_organized/flowers_00014/3DCR@high.png,73.4704360961914,0.3363116383552551,0.5702676177024841,2.139904398186793
3DCR,high,flowers,00015,/work/u4546465/evaluation/CAT3DGSPro_organized/flowers_00015/3DCR@high.png,71.82994842529297,0.32153022289276123,0.5575148463249207,2.0858694490515233
3DCR,high,flowers,00016,/work/u4546465/evaluation/CAT3DGSPro_organized/flowers_00016/3DCR@high.png,74.34387969970703,0.346627414226532,0.6057634353637695,1.9286322164372052
3DCR,high,flowers,00017,/work/u4546465/evaluation/CAT3DGSPro_organized/flowers_00017/3DCR@high.png,73.6398696899414,0.35581958293914795,0.6196805834770203,2.08672327179884
3DCR,high,flowers,00018,/work/u4546465/evaluation/CAT3DGSPro_organized/flowers_00018/3DCR@high.png,74.45405578613281,0.3537699580192566,0.6067547798156738,2.14865337415074
3DCR,high,flowers,00019,/work/u4546465/evaluation/CAT3DGSPro_organized/flowers_00019/3DCR@high.png,73.80590057373047,0.3259528577327728,0.5875901579856873,1.9220434795577224
3DCR,high,flowers,00020,/work/u4546465/evaluation/CAT3DGSPro_organized/flowers_00020/3DCR@high.png,72.69792938232422,0.32739701867103577,0.5796541571617126,2.17385896080197
3DCR,high,flowers,00021,/work/u4546465/evaluation/CAT3DGSPro_organized/flowers_00021/3DCR@high.png,75.1252670288086,0.36240553855895996,0.6447528600692749,2.008058918072418
3DCR,high,garden,00000,/work/u4546465/evaluation/CAT3DGSPro_organized/garden_00000/3DCR@high.png,72.6045150756836,0.40209606289863586,0.5734269022941589,2.091006134991022
3DCR,high,garden,00001,/work/u4546465/evaluation/CAT3DGSPro_organized/garden_00001/3DCR@high.png,72.16008758544922,0.41468462347984314,0.6387856602668762,1.8811106665985589
3DCR,high,garden,00002,/work/u4546465/evaluation/CAT3DGSPro_organized/garden_00002/3DCR@high.png,72.81503295898438,0.4083698093891144,0.6006140112876892,2.0954167573990583
3DCR,high,garden,00003,/work/u4546465/evaluation/CAT3DGSPro_organized/garden_00003/3DCR@high.png,73.79177856445312,0.3949384391307831,0.5408827662467957,2.340905951372246
3DCR,high,garden,00004,/work/u4546465/evaluation/CAT3DGSPro_organized/garden_00004/3DCR@high.png,74.68807220458984,0.3951750695705414,0.51035076379776,2.010606170744419
3DCR,high,garden,00005,/work/u4546465/evaluation/CAT3DGSPro_organized/garden_00005/3DCR@high.png,73.21930694580078,0.4083215296268463,0.639437735080719,1.9915774781159374
3DCR,high,garden,00006,/work/u4546465/evaluation/CAT3DGSPro_organized/garden_00006/3DCR@high.png,73.52043151855469,0.38654690980911255,0.6241044998168945,1.808314847117938
3DCR,high,garden,00007,/work/u4546465/evaluation/CAT3DGSPro_organized/garden_00007/3DCR@high.png,72.42344665527344,0.4198375940322876,0.6331414580345154,2.232288334901094
3DCR,high,garden,00008,/work/u4546465/evaluation/CAT3DGSPro_organized/garden_00008/3DCR@high.png,72.38237762451172,0.41563692688941956,0.6505276560783386,1.80920529986229
3DCR,high,garden,00009,/work/u4546465/evaluation/CAT3DGSPro_organized/garden_00009/3DCR@high.png,72.49111938476562,0.3972966969013214,0.5983827710151672,2.0429201741858436
3DCR,high,garden,00010,/work/u4546465/evaluation/CAT3DGSPro_organized/garden_00010/3DCR@high.png,72.4603042602539,0.40818220376968384,0.5834488868713379,2.112688380480738
3DCR,high,garden,00011,/work/u4546465/evaluation/CAT3DGSPro_organized/garden_00011/3DCR@high.png,72.86724853515625,0.3940449655056,0.6329563856124878,2.1516977493439033
3DCR,high,garden,00012,/work/u4546465/evaluation/CAT3DGSPro_organized/garden_00012/3DCR@high.png,73.80838012695312,0.41537100076675415,0.6581293940544128,1.8463841532271543
3DCR,high,garden,00013,/work/u4546465/evaluation/CAT3DGSPro_organized/garden_00013/3DCR@high.png,72.45368194580078,0.39665767550468445,0.635699450969696,2.0299286049105443
3DCR,high,garden,00014,/work/u4546465/evaluation/CAT3DGSPro_organized/garden_00014/3DCR@high.png,73.05792999267578,0.3987610638141632,0.6336036920547485,2.1417610868499666
3DCR,high,garden,00015,/work/u4546465/evaluation/CAT3DGSPro_organized/garden_00015/3DCR@high.png,72.13815307617188,0.40790724754333496,0.6593140959739685,1.952173798013763
3DCR,high,garden,00016,/work/u4546465/evaluation/CAT3DGSPro_organized/garden_00016/3DCR@high.png,73.62001037597656,0.4178127944469452,0.6492533087730408,2.1050687746660364
3DCR,high,garden,00017,/work/u4546465/evaluation/CAT3DGSPro_organized/garden_00017/3DCR@high.png,71.57833099365234,0.38950762152671814,0.5147297978401184,2.0186993537274973
3DCR,high,garden,00018,/work/u4546465/evaluation/CAT3DGSPro_organized/garden_00018/3DCR@high.png,74.18512725830078,0.41415855288505554,0.5769872665405273,2.0580879262317047
3DCR,high,garden,00019,/work/u4546465/evaluation/CAT3DGSPro_organized/garden_00019/3DCR@high.png,74.66460418701172,0.3937048316001892,0.6326919794082642,1.816192642749781
3DCR,high,garden,00020,/work/u4546465/evaluation/CAT3DGSPro_organized/garden_00020/3DCR@high.png,72.4771957397461,0.4239758849143982,0.6328580379486084,2.192987614165298
3DCR,high,garden,00021,/work/u4546465/evaluation/CAT3DGSPro_organized/garden_00021/3DCR@high.png,72.24796295166016,0.3639224171638489,0.4982680380344391,1.9277909096888362
3DCR,high,garden,00022,/work/u4546465/evaluation/CAT3DGSPro_organized/garden_00022/3DCR@high.png,71.6774673461914,0.40538668632507324,0.6552494168281555,1.900615003542697
3DCR,high,garden,00023,/work/u4546465/evaluation/CAT3DGSPro_organized/garden_00023/3DCR@high.png,72.95264434814453,0.4122236669063568,0.6260133385658264,1.8807253551263268
3DCR,high,kitchen,00000,/work/u4546465/evaluation/CAT3DGSPro_organized/kitchen_00000/3DCR@high.png,65.90160369873047,0.3610140085220337,0.4018682539463043,4.255189115681092
3DCR,high,kitchen,00001,/work/u4546465/evaluation/CAT3DGSPro_organized/kitchen_00001/3DCR@high.png,61.98066329956055,0.27354541420936584,0.29969891905784607,3.8328408713821602
3DCR,high,kitchen,00002,/work/u4546465/evaluation/CAT3DGSPro_organized/kitchen_00002/3DCR@high.png,68.44942474365234,0.2983074188232422,0.3650936782360077,3.4724010257216325
3DCR,high,kitchen,00003,/work/u4546465/evaluation/CAT3DGSPro_organized/kitchen_00003/3DCR@high.png,65.5998764038086,0.3206650912761688,0.397268682718277,3.5254544469070135
3DCR,high,kitchen,00004,/work/u4546465/evaluation/CAT3DGSPro_organized/kitchen_00004/3DCR@high.png,72.01692962646484,0.3631080687046051,0.45535919070243835,3.8943716740725365
3DCR,high,kitchen,00005,/work/u4546465/evaluation/CAT3DGSPro_organized/kitchen_00005/3DCR@high.png,67.26201629638672,0.31811168789863586,0.3437380790710449,3.7935615673123073
3DCR,high,kitchen,00006,/work/u4546465/evaluation/CAT3DGSPro_organized/kitchen_00006/3DCR@high.png,66.11656951904297,0.35295772552490234,0.40890517830848694,4.050750132495474
3DCR,high,kitchen,00007,/work/u4546465/evaluation/CAT3DGSPro_organized/kitchen_00007/3DCR@high.png,73.2426986694336,0.34924763441085815,0.47713398933410645,3.944291755340194
3DCR,high,kitchen,00008,/work/u4546465/evaluation/CAT3DGSPro_organized/kitchen_00008/3DCR@high.png,70.0779037475586,0.31859374046325684,0.4333084523677826,3.439338948517938
3DCR,high,kitchen,00009,/work/u4546465/evaluation/CAT3DGSPro_organized/kitchen_00009/3DCR@high.png,65.71477508544922,0.27886608242988586,0.41187912225723267,4.408396319449013
3DCR,high,kitchen,00010,/work/u4546465/evaluation/CAT3DGSPro_organized/kitchen_00010/3DCR@high.png,70.20893096923828,0.32986024022102356,0.4312678873538971,3.8703404482537342
3DCR,high,kitchen,00011,/work/u4546465/evaluation/CAT3DGSPro_organized/kitchen_00011/3DCR@high.png,67.05630493164062,0.3139798939228058,0.43448564410209656,4.024135511478419
3DCR,high,kitchen,00012,/work/u4546465/evaluation/CAT3DGSPro_organized/kitchen_00012/3DCR@high.png,69.71981048583984,0.36043044924736023,0.43643054366111755,3.6219415870189464
3DCR,high,kitchen,00013,/work/u4546465/evaluation/CAT3DGSPro_organized/kitchen_00013/3DCR@high.png,70.05464935302734,0.3140309751033783,0.37008944153785706,3.7293300270844987
3DCR,high,kitchen,00014,/work/u4546465/evaluation/CAT3DGSPro_organized/kitchen_00014/3DCR@high.png,71.53556060791016,0.3180879056453705,0.38613584637641907,3.667039420973069
